live名称,主讲者,链接,开始时间,参加人数,介绍,费用,个人主页链接,live评分,喜欢数,回答数
创业阶段公司股权结构如何设计？,胡浩,https://www.zhihu.com/lives/815187251444207616,2017-02-28 20:00:00,10,"我是胡浩，北京盈科律所合伙人律师，毕业于中国社会科学院法学研究所，执业近十年，拥有丰富的诉讼技巧，和专业的诉讼能力。在企业文化建设、人力资源管理、大型集团公司法务流程梳理等方面有较强理论水平和实践经验；在公司运营、股权投资、并购重组、企业改制、商事诉讼仲裁等方面具有丰富的实务操作经验。

股权分配是创业团队稳定发展的基石。创业初期股权分配比较明确，但是，想在创业路上走得更远，股权设计远非如此简单，需要做长远的通盘考虑。面对众多股权结构，华为做了什么成为世界 500 强？创业初期如何设计才能确保既能激励团队又能决策一致？扩张阶段如何设计才能引入资金又保持对公司的控制地位？

本次 Live 主要包括以下内容：

＊ 合伙创业时代，三五铁磁儿一起干。如何分配股权是烦恼。

＊ 老、旧管理模式下的企业该如何利用股权突破瓶颈，开启新的高速发展？

＊ 面对众多的股权结构，华为做了什么选择成为世界 500 强企业？",29RMB,https://www.zhihu.com/people/huhao80,0,24,0
公平原则如何让弱势方反败为胜？,邓永泉,https://www.zhihu.com/lives/814433639336144896,2017-02-28 20:30:00,34,"我是邓永泉律师，大成律师事务所高级合伙人、北京仲裁委员会仲裁员、中欧仲裁委员会仲裁员，2016 年被《商法》（China Business Law Journal）杂志评为「法律精英 100 强」（China's Top100 Lawyers）。主要业务领域是并购、房地产及商业争议解决，非常擅长商务谈判，在商业运作、非诉及诉讼仲裁方面拥有丰富的经验，能够帮助客户准确、有效且经济地解决问题。

弱势一方当事人就一定败诉吗？不是！一个案件的案情可能纷繁复杂，包括很多内容。案件的裁判结果并不是由案情的全部内容共同决定的，因为案情并不是黑白分明，也不是和谐统一地指向一个方向。在这种情况下，弱势一方的当事人就可以运用包括公平原则在内的合同法基本原则反败为胜。今天，我们就来探讨一下，弱势一方当事人如何运用公平原则反败为胜。

本次 Live 主要包括以下内容：

＊ 何谓「公平原则」？

＊ 公平原则与显失公平之间的关系。

＊ 在什么情况下法官仲裁员才会适用公平原则？

＊ 法官仲裁员如何适用公平原则？

＊ 律师如何促使法官仲裁员适用公平原则做出对自己一方当事人有利的裁判？",9RMB,https://www.zhihu.com/people/guquanzhoukan,0,36,0
我学安卓的那些套路,技术小黑屋,https://www.zhihu.com/lives/802899577341620224,2017-02-28 21:00:00,396,"我是技术小黑屋， 斯达克学院 「 StuQ 公开课 」的讲师，全球知名资讯App Flipboard 中国团队 Android 研发工程师。 2016 droidcon Beijing 演讲嘉宾，并且在 Google Developer Groups Beijing 进行三次主题内容分享。业余时间维护个人的技术博客，专注书写 Java 和 Android 相关的技术文章。在开发者头条和稀土掘金有着大量的阅读量。

本次 Live 是受斯达克学院「 StuQ 公开课」的邀请，并与「 StuQ 公开课」共同策划，我将带来关于我学习 安卓 技术的一些经验和套路。涉及到的内容包含 学好安卓需要哪些基础，如何打好这些基础，安卓程序员如何把握技术的深度和广度，如何从日常的问题和工作中得到最大的收益等一系列问题，我将在本次 Live 中一次性进行解读。

本次 Live 主要包括以下内容：

＊ Android 需要打好哪些编程基础？

＊ 除了编程基础，我们还需要补充哪些能力？

＊ 作为 Android 程序员，如何把握好技术的宽度和深度？

＊ Android 每块知识学到什么程度，怎么做到？

＊ 如何从日常的工作中获取最大的收益？

＊ Android 那么多库，我该选择哪些，怎么学，学到什么程度？

＊ 对于初学者或大学生的建议有哪些？",9RMB,https://www.zhihu.com/people/droidyue,0,323,0
学霸设计师的有效行为逻辑,Kyee,https://www.zhihu.com/lives/815164356345081856,2017-03-02 20:00:00,5,"我是邝野，留学至今已 10 年，现伦敦大学学院建筑学、教育学在读博士， MornEdu （摩尔教育）教学主管和联合创始人。曾以设计师身份多次参与大型甲级公建的设计和施工、也曾以助理身份参与格拉斯哥美术学院研究生招生评审。主要研究兴趣包括设计理论及实践、社会学、认知行为学、职业发展规划和现代教育。对中西方教育差异有深刻的认知，在艺术设计类留学领域经验丰富，建筑类留学申请领域的回答被知乎收录。辅导过的学生多正就读于或毕业于 UCL 、 GSD 、 MIT 、 GSA 等建筑学院。希望在知乎 Live 平台与大家分享自己的观点和心得，与大家一同以积累个人竞争力为目的，学习和体会如何用新的方式有效获取新知识。长远目标是：做学霸，一路秒杀。

我们每个人都有各种美好的向往，相信大家自己也都确实在努力的做设计，并尝试各种方式提升自己。但却经常面临这样一种状态，各种计划有的从头拖到尾，即使没有拖，最终成果也不是每次都良好，尤其是做设计的时候。而有这样一类人，典型特征是平时玩的很 high ，努力程度一般，却能总是很轻松的就拿出「优秀」的设计。这种不公平到底来自哪里？本次 Live 将从行为有效性的角度探讨这一问题，讲解学霸设计师行为背后的底层逻辑，目的在于让你从方向和策略上走出以往的困局，行动更为成效。

本次 Live 主要包括以下内容：

＊ 什么是有效的行为

＊ 怎么堆积有效行为

＊ 案例：悉尼歌剧院的代价

＊ 识别无效行动的主要方式

＊ 关于：图好看才是硬道理

＊ 学霸的行为逻辑

＊ 优秀建筑师、设计师的典型特征

＊ 什么是创新：有效创新的逻辑",50RMB,https://www.zhihu.com/people/dr.kyee,0,15,0
带你看懂艺术展：卢浮宫,悦迪,https://www.zhihu.com/lives/815916894585503744,2017-03-02 20:00:00,6,"我是悦迪，毕业于中央美术学院，主修油画，作品获得央美油画系收藏和私人收藏。我曾经为 600+ 学生教授过素描、油画、色彩等技法课程，现在还会带我的学生去看画展，让他们学会看画、入门艺术欣赏。自会拿笔开始至今，我依然重复着涂涂抹抹，因为这是我最喜欢做的事情，画每一张画都好像跟自己熟悉的人对话一样，平静单纯 ，我希望把艺术带给我的美好，也分享给你们。

在我的上一场 Live 《一幅画带你入门艺术欣赏》里，我建议大家从自己感兴趣的一幅画入手来学会艺术欣赏。但世界上的艺术名作那么多，从哪里开始？艺术展览、美术馆，都是很好的起点。我想和大家一起来看。本次 Live 我们就先一起来逛逛世界最著名的美术馆之一 ： 卢浮宫吧。除了蒙娜丽莎的微笑，你知道《自由引导人民》、《织花边的少女》、《沐浴的狄安娜》吗？卢浮宫里还有哪些大师的作品让全世界的人着迷？为什么它们会让人着迷？在去看蒙娜丽莎的路上，你可能会错过非常多杰出的作品，我精选了其中你不得不知道的名作，带你看懂它们的美，让你在未来参观卢浮宫的时候不再走马观花，能有更多体会。

本次 Live 主要包括以下内容：

＊ 去看蒙娜丽莎的路上，你可能错过的镇馆之宝。

＊ 卢浮宫馆藏中不得不知的名作，都有什么特别之处？

＊ 能欣赏墙上的绘画，怎么欣赏三维立体的作品？

＊ 卢浮宫的历史以及展馆简介。

＊ 每期一个艺术彩蛋：电影《戴珍珠耳环的少女》里不为人知的作画步骤。",19RMB,https://www.zhihu.com/people/di-yue-di,0,11,0
付费学习，如何让钱花得值？,FreeGrit潇洒毅行,https://www.zhihu.com/lives/801807487668998144,2017-03-02 20:30:00,478,"我是 FreeGrit ，在 2016 年的最后两个月中，我在付费学习上开销过万，且不断增长中。我购买了 50 多场知乎 Live ；得到、喜马拉雅等付费音频课程花费上千；在 Coursera 、 Treehouse 等各大公开课平台累积 300+ 小时学习时间，很多是付费课程；之前甚至为了系统学金融知识，去报名了 CFA 考试倒逼自己（报名费近万元）。之前我做的高效自学系列 Live ，入选了知乎官方年度精选，累积 12000 人参与。本科毕业于南京大学匡亚明荣誉学院，硕士是 UNSW 杰出毕业生。 6 个月的业余时间自学通过一级特许金融分析师（ CFA Level 1 ）。曾 4 点起床背单词的长期早起党，寄托天下 GRE 版荣誉版主。



对于手头拮据的学生党，如何把钱花在刀刃上，甄选到优质的，适合自己的学习资源？为何有时候，你花了很多钱，花了很多时间，却还是学无所成？ 来听听这个 Live 吧，我作为一个长期付费学习的老司机，会毫无保留地分享，我付费学习的原则，以及花钱学到的教训、走过的坑，希望能帮你省钱省时间。

本次 Live 主要包括以下内容：

＊ 为何你花了钱、时间，却还是学无所成？

＊ 相比于免费学习，付费学习的优劣分析。

＊ 手头拮据的学生党，如何选择适合自己的付费学习资源？

＊ 如何将金融中的风险管理、投资学，运用到「付费学习」这项投资中？

＊ 如何辨别出，优质靠谱的付费学习资源？

＊ 买到低劣的付费学习，如何处理损失最小？",9RMB,https://www.zhihu.com/people/FreeGrit,0,656,0
了解精神疾病：总有刁民想害朕？,叶赌徒,https://www.zhihu.com/lives/812406233159069696,2017-03-03 20:00:00,60,"我是叶赌徒，伦敦国王学院硕士，心理学脑科学话题优秀答主：）

很多人一想到心理疾病，尤其是精神分裂，第一时间联想到的往往都是负面的内容和认知，因此都会对此避而不谈或者敬而远之，甚至会产生歧视。而这，又使患者以及关心照顾他们的亲属承受着巨大的心理压力与负担。正因为如此，我才会选择使用这个较为轻松，略带调侃的标题（如果觉得冒犯，可以私信我换一个题目），显得话题不那么凝重。标题给出的信息有限，有人会问「这个主题与我有没有关系呢」，「我没有精神疾病，也不认识相关的人，那么这个 Live 的内容有什么用呢？」。简而言之，这次 Live 的主题是帮助那些身边家庭成员或者亲友患有精神疾病的人了解什么是精神疾病，如何为患者提供支持和照顾。与前几次一样， Live 中会有 PPT 和文字的内容，方便大家直接看重点。

本次 Live 主要包括以下内容：

＊ 什么是精神疾病？ 

＊ 精神疾病的表现 

＊ 什么导致了精神疾病？ 

＊ 目前有什么应对方法呢？ 

＊ 心理疾病与生理健康的联系 

＊ 康复的可能性有多少？ 

＊ 家人、亲友关照的重要性

＊ 亲属是否也需要相应的帮助和支持呢？ 

＊ 最后，用一些例子来更细致解释如何有效地与患者交流。",9RMB,https://www.zhihu.com/people/yetingjun,0,52,0
增肌指南：如何变得更强壮？,刘洹Burning,https://www.zhihu.com/lives/812004534728671232,2017-03-03 21:00:00,1031,"我是刘洹 Burning 。前科研工作者，之前在美国和香港做过专业健身教练，获得了全球顶级机构美国国家运动医学会的私教认证、减重专家认证、女性训练专家认证等，健身头 2 年从一个 65 公斤的瘦皮猴成为一个 82 公斤的肌肉男，增肌 34 斤，现常年保持 10%以下的体脂率。我的前 3 场 Live 话题包括减肥、增高、塑形，平均每场超过 3000 人参与。

本次 Live 的话题是健身中很多男生关注的问题：增肌。我会结合自己的专业知识、带学员的成功经验、自己健身的体会教大家如何通过系统健身和饮食获得更强壮的体魄。

本次 Live 主要包括以下内容：

＊ 适当增肌的重要性

＊ 为什么怎么吃都不长肌肉？依旧四肢细肚子大

＊ 为什么增肌了一减脂又变回原来的瘦皮猴？

＊ 增肌最关键要素是什么？

＊ 增肌期如何减少脂肪堆积？

＊ 教你计算属于你的增肌摄入热量

＊ 增肌的具体训练安排

＊ 增肌粉、蛋白粉、补剂吃不吃？怎么吃？

＊ 增肌到底需要多久？

＊ 超实用材料分享和下载

＊ 现场问答",9RMB,https://www.zhihu.com/people/MrBurning,0,469,0
樱花季，赴日旅行如何安排行程?,司北,https://www.zhihu.com/lives/815922989760663552,2017-03-03 21:00:00,20,"我是旅日科研工作者司北，理学博士学位。在日游学七年半，基本踏遍了日本每一寸土地，对于旅行与摄影有着执着的兴趣。本人长期用文字和照片分享自己的旅行，过去两年写下几百篇游记与日本旅游攻略。

冬去春来，日本即将进入满城樱海的日子。你可能在谋划一次赏花的旅途，却又厌倦了满是游客的景点；或是因为昂贵的机票和繁忙的工作安排，没有办法在最佳赏花日期到访东京或者京都。没关系，过去七年樱花季节我走南闯北，对各地的樱花花期和性价比都有了直观的了解。通过这次 Live 分享给大家，希望能对诸位的行程安排有所帮助。

本次 Live 主要包括以下内容：

＊ 最新樱花开花时间预测，早春河津樱。

＊ 东京樱花推荐七选

＊ 京都樱花推荐十选

＊ 富士山与樱花最佳欣赏地点

＊ 奈良公园的鹿与樱花

＊ 最壮观的樱花海：奈良吉野山

＊ 日本旅行相关问题解答



延伸（看大家时间和兴趣）

＊ 东北六县追樱推荐（仙台、盛冈、角馆、弘前等）

＊ 北海道、长野、千叶、姬路城的樱花

＊ 红叶时期的冬樱花",9RMB,https://www.zhihu.com/people/si-bei-91,0,15,0
18 世纪几位「非主流」作曲家,圭多达莱佐,https://www.zhihu.com/lives/804728045096271872,2017-03-04 10:00:00,21,"我是潘行紫旻，青年作曲家，作品获得过若干国际作曲比赛奖项，并在欧、美、亚洲多个国家和地区获得演出，签约出版社包括著名的朔特音乐出版社（Schott Music）。目前是美国犹他大学作曲方向的博士（PhD）候选人，同时在该校教授本科阶段的各门专业课程。

本期 Live 主要内容是古典时期（大致为 18 世纪中后期）除了海顿、莫扎特和贝多芬三位作曲界的重要人物之外的一些在当时非常出名，却因种种原因没有将名气和更多的作品延续到今天的作曲家，以及他们生平中的一些重要经历和对当时音乐界的影响，当然，也会包括对他们重要作品的一些介绍。

本次 Live 主要包括以下内容：

＊ 沃尔夫冈 · 阿马德乌斯 · 莫扎特的父亲列奥波德给莫扎特代笔过吗？

＊ 约瑟夫 · 海顿的弟弟迈克尔 · 海顿创作的交响曲怎么就被人当做了莫扎特的作品？

＊ 作为一个古典时期作曲家，迪特斯多夫怎么就写起标题交响曲了呢？

＊ 萨列里到底有没有害死莫扎特？",23RMB,https://www.zhihu.com/people/gui-duo-da-lai-zuo,0,40,0
哥大研究生：新闻主题分享,田川,https://www.zhihu.com/lives/815889900716064768,2017-03-04 12:00:00,0,"我是田川，新闻和计算机领域的小学生。

想和大家聊聊媒体创新、人文学科与计算机技术的结合等话题，也欢迎提问关于申请美国新闻学院的问题。

本次 Live 主要包括以下内容：

＊ 什么是数据新闻，有哪些 NB 的作品？

＊ 数据新闻怎么学，学什么？

＊ 国内的机会和国外的机会有哪些？

＊ 数据新闻这个领域的可能性有哪些？",9RMB,https://www.zhihu.com/people/tian.chuan,0,1,0
在美国玩乐队是怎样一种体验？,Cece Wen,https://www.zhihu.com/lives/814873297199169536,2017-03-04 13:00:00,32,"我是 Cece ， 2014 年毕业于纽约大学电影配乐专业，现在在洛杉矶经验自己的音乐工作室，为电影、电视、游戏等制作音乐音效。同时，我也是洛杉矶本地 cover 乐队 Angry Donkey 的键盘手兼和声，随乐队在加州巡演两年多，在 South Bay 的几个著名酒吧（包括 <LA LA LAND> 的拍摄场地：The Light House）每月固定驻场，同时也参加过如Fiesta Hermosa等音乐节。在那之前，我曾是纽约是女子摇滚乐团 Black Lotus 的吉他手，也在纽约参加过许多演出和音乐节。

来美国的五年间，我在纽约和洛杉矶都分别加入过不同的乐队、Open Jam 的乐手工作，和华人同胞合作过，也和老外合作过；既做过原创乐队，也做过翻唱乐队。这次主要是想和大家聊一聊在美国玩乐队、当乐手的体验；分享一下如果组乐队、当乐手、即兴演奏的经验；以及和不同国家小伙伴组乐队的感受。和上次主题明确的 Live 相比，这次主要是以分享故事和聊天为主，欢迎大家一起来扯蛋。

本次 Live 主要包括以下内容：

＊ 如何成为一名乐手并选择合适的乐器

＊ 如何快速搞定乐队内的写歌与编曲

＊ 在纽约做原创乐队是什么体验

＊ 在洛杉矶做翻唱乐队是什么体验

＊ 和中国小伙伴玩与和美国小伙伴玩乐队有何不同

＊ 在美国，乐队可以去哪里找排练场地和演出机会

＊ 做 Open Jam 和即兴演奏的乐手需要什么条件

＊ 女生玩摇滚以及加入纯女生的摇滚乐队是什么体验

＊ 以及其他关于乐队有的没的的故事",9RMB,https://www.zhihu.com/people/wencece,0,34,0
自由职业者的日常时间安排,王路,https://www.zhihu.com/lives/812073072021618688,2017-03-04 19:30:00,47,"我是王路，自由职业者。曾供职于中国国际广播电台、凤凰网，在腾讯大家、观察者网等开设专栏。著有《唧唧复唧唧》等随笔集。

我从 2015 年 1 月开始不坐班，当时还在凤凰新闻客户端任全职主笔，2016 年 9 月从凤凰离职后，处于自由职业状态，或者说无业状态。在知乎 Live 讲过两次写作。我发现很多人遇到假期就不知道干什么，对于「今年该搞点啥」、「闲了该干点啥挣钱」没有想好，所以，就谈谈个人对这个问题的理解。

本次 Live 主要包括以下内容：

＊ 漫长的假期应该做什么？

＊ 自由职业者的钱从哪里来？

＊ 自由职业如何处理人际关系和往来应酬？

＊ 本人每天的时间安排，以及一年的计划。



本场 Live 适用于：

＊ 对自由职业有兴趣的人。

＊ 离退休人员。

＊ 不知道假期该干什么的人。

＊ 想培养业余兴趣的人。",49RMB,https://www.zhihu.com/people/wang-lu-43-95,0,185,0
面试全套路：从 HR 到 BOSS,琬逸,https://www.zhihu.com/lives/807227580783689728,2017-02-26 20:30:00,351,"我是琬逸，2008 年华盛顿州立大学硕士毕业后回国工作 8 年，分别担任过外企研发工程师， 500 强外企管理培训生，项目经理，民企产品经理等职位，现在在初创公司担任首席运营官一职。因为工作的经历较多，面试拿到的 offer 也数不清了。北上苏杭，知名的外企和民企，500 强和小公司都有，积累了一些面对 HR，直属领导到大老板的套路。每次面试官给我的反馈都是：you give a good impression。

虽然知乎已有很多 HR 做了面试的 Live，但是根据我的经验，每次面试都是 3-4 轮过关斩将，从 HR 电话面试，HR 当面面试，与直属领导一对 N，与大领导 1 对 1。这么多轮下来，仅仅只搞定 HR 的话，面试中的胜率不会超过 50%。本次主要通过面试者的经验，讲述面试的一些常见套路，可以用来应对 HR、直属领导、以及部门大领导。适合刚毕业的学生，也适合想换工作的人。

本次 Live 主要包括以下内容：

＊ 面试的目的，阶段和关注点。

＊ 面试前做哪些准备工作？

＊ 常见面试问题的套路。

＊ 在众多面试者中脱颖而出的套路。

＊ 针对疑难问题的套路。",9RMB,https://www.zhihu.com/people/olivier.wan,0,416,0
学校不教的程序员职场沟通课,Van Bruce,https://www.zhihu.com/lives/814831463177543680,2017-02-26 20:30:00,117,"我是 Van Bruce ，六年 Android 一线开发者，职业生涯里做过创业技术负责人、移动研发总监、资深 Android 平台架构师等职务，目前就职于国内某大型互联网公司，在核心架构组负责 Android 平台核心库的研发。创过业倒过闭，进过国企外企 BAT。参与开发过银联手机支付系统、 UC 浏览器插件平台、 UC 浏览器国际版等项目。对于职场沟通、团队管理、面试技巧与移动应用的性能优化有一些自己的心得。

「为什么我总是跟产品经理撕到天荒地老？」，「为什么我好像明明什么都没做错，却被同事疏远？」，「为什么我跟leader沟通时，想要的永远得不到？」……无论是网络上还是学校里，程序员获得技术方面的学习资料都相对容易，但却很少会有适合程序员的，进入社会后的职场沟通技巧。甚至往往有「搞技术不需要跟人沟通」这种错觉，然而实际上任何人都避不开与人沟通这条路，区别只有低效还是高效，痛苦还是轻松。本次 Live 我将结合工作 7 年来自己在沟通方面踩过的坑，分享程序员必知必会的沟通技巧和沟通禁忌。

本次 Live 主要包括以下内容：

＊ 如何高效的与产品经理沟通？

＊ 如何让自己的观点更易被接受？

＊ 怎样给自己上级提需求？

＊ 一些不易察觉的沟通雷区。",19RMB,https://www.zhihu.com/people/van-bruce,0,80,0
定位自己的时尚立体区间,Dennise,https://www.zhihu.com/lives/802904557112946688,2017-02-26 21:00:00,263,"我是 Dennise ，现居伦敦、戏剧系学生，是一个长期进入各色衣服店、品牌店和化妆品店会感到手足无措的前理科生；我有一个每次放假回去，都会让我帮挑衬衫的粑粑。我一直对店员、朋友说的「那个我撑不起来」、「这样适合你」、「这个好看」、「那一款很显瘦」背后的原理充满好奇，也一直希望得到理性的解释。于是，自己利用课余的时间去了牛津街伦敦艺术大学的时装学院（ London College of Fashion ， University of the Arts London)学习了关于个人风格定位（ personal styling）的相关理论。

这场 Live 将会分享自己学到的对定位个人风格很有用的理性的依据以及分析方法的分享。希望参与这场 Live 的亲们，能够在结束的时候确立适合自己以及亲人或朋友的色彩区域、对比度区间、手提包搭配方法、珠宝衣服图案重量、布料质地。

本次 Live 主要包括以下内容：

＊ 五官色彩判断及对应色彩搭配区域的确定及方法: 明度 、 温度、纯度、色彩密度、对比梯度及搭配方法。

＊ 骨相判断及对穿着搭配的启示：身高以及骨架的比例。

＊ 体态类型对应的穿衣策略：不同的胸围、腰围、臀围情况。

＊ 身体线条判断及对穿着搭配的启示：棱角型、居中型、曲线型。

＊ 手提包佩戴及年龄在穿着搭配中的考量。",9RMB,https://www.zhihu.com/people/liu-ming-shan-90-4,0,377,0
出书：给自己出本书该怎么做？,汗青,https://www.zhihu.com/lives/815251420382113792,2017-02-26 21:00:00,140,"我是汗青，资深内容行业从业者。近二十年出版业从业经验，历任出版社资深策划及编辑，图书公司创始人、总编、发行，盛大文学、起点中文网高管。现任影视公司高管。

出本书给自己做礼物吧。曾经遥不可及的出版实体书，在现在已经不那么遥远了。只要你能写，有一定的写作能力，理论上都应该可以出一本书。但是，出什么书呢？怎么出呢？找谁？怎么找？之前需要做哪些工作？出版流程又是怎么样的？如果想自费，又该怎么办？

本次 Live 主要包括以下内容：

＊ 出版一本书需要什么

＊ 什么选题好：好卖的书

＊ 有了稿子该找谁？

＊ 开始出版的流程：合同

＊ 稿费和版税

＊ 自己出钱给自己出本书做礼物该怎么操作

＊ 自费出书该找谁，怎么找？

＊ 怎样让自费出版的书在书店出现

＊ 费用预算和该知道的常规财务问题

＊ 规避风险：风控始终是第一位的",39RMB,https://www.zhihu.com/people/han-qing,0,203,0
如何挑选一支乒乓球拍？,伊萨卡,https://www.zhihu.com/lives/815565536200118272,2017-02-26 21:00:00,13,"我是伊萨卡，乒乓球写手，这些年经常为《乒乓世界》、《乒乓》杂志等媒体供稿。我和几个一样对乒乓球有深刻关注的朋友运营乒乓球公众号和微博。我们常年坚持原创的乒乓球内容，并且认为在这方面有积累有心得，在广度和深度上我们都有相当的自信。最近这段时间不少朋友专门私信提问一些器材问题，于是我认为或许应该尝试集中解释一些器材选择的基本问题，有可能的话也和大家交流一下我对器材的看法。

这次 Live 我将介绍一下如何选择人生中第一支乒乓球拍，我会讲解一下底板和套胶类型，基本的选择方式，比较适合新手的品牌和相对不那么适合新手的品牌，并且会尽量和大家探讨一下常见的各种问题。

本次 Live 主要包括以下内容：

＊ 选择乒乓球拍唯一的实际条件

＊ 为什么不选择成品拍

＊ 如何判断一支球拍适不适合自己

＊ 更换和升级球拍的基本原则

＊ 常见的底板类型，胶皮类型

＊ 如何在塑料球时代选择一支底板

＊ 相对比较适合新手的品牌

＊ 相对不那么适合新手的品牌",9RMB,https://www.zhihu.com/people/yi-sa-qia,0,5,0
和吴军、刘长明在 RSA 谈创业,徐霄羽,https://www.zhihu.com/lives/814797938382503936,2017-02-27 08:00:00,4,"我是徐霄羽，丰元创投合伙人。我们是美国第一家汇集硅谷 IT 巨头华人高管的创投基金, 总部位于硅谷中心帕洛阿尔托（ Palo Alto ） 。



吴军：丰元创投管理合伙人。 谷歌搜索专家，中日韩搜索引擎的主要贡献者，腾讯副总裁、中国工业和信息化部顾问。 著作有《浪潮之巅》、《硅谷之谜》、《智能时代》等。约翰霍普金斯大学工程院董事。中信出版集团董事。 在硅谷有十年以上的投资经验,投资 指导的硅谷著名公司有：聚光科技（深交： 300203 ）、 Skycatch 、 HLI 等。



刘长明： Aerohive Networks 创始人。在 2006 年创办于美国硅谷，于 2014 年在 NYSE 上市。 1989 年毕业于清华大学计算机科学与技术系， 1995 年获得加拿大皇后大学电子和计算机工程系硕士学位。曾在 Juniper Networks 、 Netscreen Technology 、 Bay Networks 、 Nortel 担任重要职位。拥有十几项专利。荣获 2014 年中国工程师协会，旧金山分会的杰出华人企业家奖。

本次 Live 是我们 AI2 （ Amino Institute for Artificial Intelligence ）公益人工智能研究院的系列直播活动。我们在美国硅谷为您邀请丰元创投合伙人吴军老师和网络安全 AeroHive 创始人刘长明老师（ 2014 年纽交所上市 NYSE: HIVE ）为大家带来一场网络安全领域创业、与成功上市的幕后故事。

本次 Live 主要包括以下内容：

＊ 刘长明老师如何在硅谷成功创业并完成上市的背后故事

＊ 安全领域如何持续创新

＊ 云端网络安全的重要性

＊ RSA 2017 网络安全峰会的新趋势



＊ 吴军老师对于人工智能在安全领域发挥效能的新思维

＊ 去中心化解决网络安全数据的复杂性

＊ 机器学习驱动网络安全与大数据分析

＊ 丰元创投对于网络安全领域投资的新动向",69RMB,https://www.zhihu.com/people/sueamino,0,15,0
0-6 岁的孩子需要些什么？,Jennie真真,https://www.zhihu.com/lives/813013095927644160,2017-02-27 13:00:00,127,"我是 Jennie 真真，现在是香港大学「育儿学」儿童健康发展的在读博士，也是个快 3 岁孩子的妈妈。

我现在科研任务就是如何让孩子更好地长大，我的生活任务就是如何让我的儿子过得更好，我的业余爱好就是在知乎等平台科普如何科学养娃。 本次 Live 是专为新手爸妈而开。我将从 0-6 岁孩子需要什么入手，详解新手爸妈的育儿经。 

本次 Live 主要包括以下内容：

＊ 0-6岁孩子的健康生活方式是什么？

＊ 0-6 岁的孩子的膳食营养原则是什么？。

＊ 需要吃些什么，怎么吃，有哪些技巧有什么？ 

＊ 0-6 岁的孩子的体力活动特点是什么？

＊ 需要怎么运动，怎么玩，怎样发展孩子的运动能力？ 

＊ 0-6 岁的孩子的心理发展特点是什么？

＊ 基本的心理需求是什么，怎么满足？",9RMB,https://www.zhihu.com/people/jennie_drmommy,0,103,0
发生了交通事故怎么能少赔点？,温泉,https://www.zhihu.com/lives/809000258947391488,2017-02-27 20:00:00,50,"我是温泉，北京首阳律师事务所合伙人，北京交通大学硕士研究生，原北京市西城区人民检察院，无讼作者，无讼办法认证交通行家，专业交通事故律师，代理交通事故案件数百起。

过年了，聚会不断。出现交通事故的可能也多了起来。前些天就发生了哈尔滨到绥化的百车连环相撞的特大性交通事故。至于轻微的如车辆剐蹭和人体软组织损伤，更是每天每时每刻都在发生。交通事故固然每个人都不希望发生的的，但车辆行驶在道路上，难免存在风险。一旦出了交通事故，治病救人是一方面，另一方面也关乎自己的利益问题。如何依法正当的承担责任，不让别人讹诈或者碰瓷，是每个发生事故的司机都想知道的事情。本场 Live 将根据几百起交通事故诉讼实务经验，讲述司机方如何维护权益，减轻责任。例如，有名的不垫付，不探望，不调解，没有钱，也就是「三不、一没有」原则是否真的合法有效，什么情况下可以适用等等，引导司机合理合法承担和规避责任。

本次 Live 主要包括以下内容：

＊ 「三不、一没有」的说法对吗？

＊ 不垫付费用，交警能扣车吗？

＊ 对方不合理的诉讼请求，法院会判吗？

＊ 车辆维修费和价值贬损能让伤者承担吗？

＊ 出了事保险公司说这不赔那也不赔合理吗？

＊ 租、借车辆发生交通事故，车主承担责任吗？

＊ 开公司车出的事，公司不出钱，非让我出怎么办？

＊ 和伤者私下达成的和解，对方拿完钱后反悔怎么办？",20RMB,https://www.zhihu.com/people/wen-quan-5-88,0,97,0
《2001 太空漫游》全方位重解,开寅,https://www.zhihu.com/lives/811995476730732544,2017-02-27 20:00:00,1,"我是开寅，笔名「九只苍蝇撞墙」，法国巴黎第一大学（索邦）电影学博士，也是上海国际电影节选片人，编剧。从事电影评论和研究工作二十年。

这是「虹膜经典电影沙龙」的第十一期。我们将挑战有史以来最难讲的一部电影：库布里克的《2001 太空漫游》。本片可能是电影史上最大的谜团。自从上映以来，各种讨论一直没有停止过。无数电影专家和影迷尝试从各种角度读解这部影片，但从来也没有统一过看法。我将总结性阐述我对这部影片的一个系统性想法，争取完整回答这部影片的若干核心问题。

本次 Live 主要包括以下内容：

＊ 电影中的黑石，代表了三种不同大脑的阶段性状态，它们分别是动物、人类和机器。

＊ 黑石所代表的「启蒙」和史前人类学会使用工具之间存在联系，换言之，库布里克想强调的是理性的产生和人类内心的生存发展欲望之间有紧密联系。

＊ 如果黑石启蒙的负面意义被人类所完全掌握和理解，那作为纯粹工具理性产物的它，所面临的会不会是死路一条？

＊ 《2001》的整体美学效果中渗透着一种法西斯艺术形式和主题思想。 

＊ 《2001》和《奇爱博士》的关系。

＊ 十八世纪的法国末代国王路易十六和《2001》存在某种紧密的联系。

＊ 库布里克和阿瑟 · 克拉克存在分歧，他们的核心区别是什么？

＊ 重新全面审视《2001》的历史意义。",29RMB,https://www.zhihu.com/people/yin-kai-57-58,0,6,0
